//DATA_QUALITY, QUALITY_BUSINESS_RULE_VIEW_DELETE, 删除, null, 数据质量, 业务规则
//DATA_QUALITY, QUALITY_BUSINESS_RULE_VIEW_CATALOG_DELETE, 删除目录, null, 数据质量, 业务规则
//DATA_QUALITY, QUALITY_BUSINESS_RULE_VIEW_IMPORT, 导入, null, 数据质量, 业务规则
//DATA_QUALITY, QUALITY_BUSINESS_RULE_VIEW_EXPORT, 导出, null, 数据质量, 业务规则
//DATA_QUALITY, QUALITY_BUSINESS_RULE_VIEW_ADD, 新建, null, 数据质量, 业务规则
//DATA_QUALITY, QUALITY_BUSINESS_RULE_VIEW_MY, 查看(仅看自己的), null, 数据质量, 业务规则
//DATA_QUALITY, QUALITY_BUSINESS_RULE_VIEW_ALL, 查看(查看全部的), null, 数据质量, 业务规则
//DATA_QUALITY, QUALITY_BUSINESS_RULE_VIEW_CATALOG_ADD, 添加目录, null, 数据质量, 业务规则
//DATA_QUALITY, QUALITY_BUSINESS_RULE_VIEW_EDIT, 编辑, null, 数据质量, 业务规则
//DATA_QUALITY, QUALITY_BUSINESS_RULE_VIEW_CATALOG_RENAME, 重命名目录, null, 数据质量, 业务规则

//DATA_QUALITY, QUALITY_PARAMETER_SETTING, 管理, null, 数据质量, 参数设置
//DATA_QUALITY, QUALITY_UNI_CATALOG_MANAGE, 管理, null, 数据质量, 质量权限管理
//DATA_QUALITY, QUALITY_TASK_DATA_DISPATCH_DOC, 管理, null, 数据质量, 问题分配方案
//DATA_QUALITY, RULE_TYPE_MANAGE, 管理, null, 数据质量, 规则类型设置

//DATA_QUALITY, QUALITY_TECHNICAL_REGULATION_DELETE, 删除, null, 数据质量, 技术规则
//DATA_QUALITY, QUALITY_TECHNICAL_REGULATION_IMPORT, 导入, null, 数据质量, 技术规则
//DATA_QUALITY, QUALITY_TECHNICAL_REGULATION_EXPORT, 导出, null, 数据质量, 技术规则
//DATA_QUALITY, QUALITY_TECHNICAL_REGULATION_ADD, 新建, null, 数据质量, 技术规则
//DATA_QUALITY, QUALITY_TECHNICAL_REGULATION_VIEW_MY, 查看(仅看自己的), null, 数据质量, 技术规则
//DATA_QUALITY, QUALITY_TECHNICAL_REGULATION_VIEW_ALL, 查看(查看全部的), null, 数据质量, 技术规则
//DATA_QUALITY, QUALITY_TECHNICAL_REGULATION_EDIT, 编辑, null, 数据质量, 技术规则

//DATA_QUALITY, QUALITY_CHECK_TASK_DELETE, 删除, null, 数据质量, 检核任务
//DATA_QUALITY, QUALITY_CHECK_TASK_START, 启动任务, null, 数据质量, 检核任务
//DATA_QUALITY, QUALITY_CHECK_TASK_ADD, 新建, null, 数据质量, 检核任务
//DATA_QUALITY, QUALITY_CHECK_TASK_VIEW_MY, 查看(仅看自己的), null, 数据质量, 检核任务
//DATA_QUALITY, QUALITY_CHECK_TASK_VIEW_ALL, 查看(查看全部), null, 数据质量, 检核任务
//DATA_QUALITY, QUALITY_CHECK_TASK_EDIT, 编辑, null, 数据质量, 检核任务
//DATA_QUALITY, QUALITY_CHECK_TASK_OPERATION, 运行任务, null, 数据质量, 检核任务

//DATA_QUALITY, QUALITY_KBM_DELETE, 删除, null, 数据质量, 知识库管理
//DATA_QUALITY, QUALITY_KBM_ADD, 新建, null, 数据质量, 知识库管理
//DATA_QUALITY, QUALITY_KBM_VIEW, 查看, null, 数据质量, 知识库管理
//DATA_QUALITY, QUALITY_KBM_EDIT, 编辑, null, 数据质量, 知识库管理

//DATA_QUALITY, QUALITY_PLANNING_REPORT_DOWNLOAD, 下载源数据, null, 数据质量, 规则报告
//DATA_QUALITY, QUALITY_PLANNING_REPORT_VIEW, 查看, null, 数据质量, 规则报告

//DATA_QUALITY, QUALITY_RULE_TEMPLATE_DELETE, 删除, null, 数据质量, 规则模板
//DATA_QUALITY, QUALITY_RULE_TEMPLATE_IMPORT, 导入, null, 数据质量, 规则模板
//DATA_QUALITY, QUALITY_RULE_TEMPLATE_EXPORT, 导出, null, 数据质量, 规则模板
//DATA_QUALITY, QUALITY_RULE_TEMPLATE_ADD, 新建, null, 数据质量, 规则模板
//DATA_QUALITY, QUALITY_RULE_TEMPLATE_VIEW, 查看, null, 数据质量, 规则模板
//DATA_QUALITY, QUALITY_RULE_TEMPLATE_EDIT, 编辑, null, 数据质量, 规则模板

//DATA_QUALITY, QUALITY_PROBLEM_REPORTING_DOWNLOAD, 下载源数据, null, 数据质量, 问题报告
//DATA_QUALITY, QUALITY_PROBLEM_REPORTING_VIEW, 查看, null, 数据质量, 问题报告

//DATA_QUALITY, QUALITY_PROBLEM_CHECK_VIEW_MY, 查看(仅自己的), null, 数据质量, 问题检验
//DATA_QUALITY, QUALITY_PROBLEM_CHECK_VIEW_ALL, 查看(全部的), null, 数据质量, 问题检验
//DATA_QUALITY, QUALITY_PROBLEM_CHECK_REOPEN, 重新打开, null, 数据质量, 问题检验
//DATA_QUALITY, QUALITY_PROBLEM_CHECK_ISSUE_DATA, 问题详情, null, 数据质量, 问题检验

//DATA_QUALITY, QUALITY_ISSUE_DATA_EXPORT_CHECK, 导出勾选, null, 数据质量, 问题清单
//DATA_QUALITY, QUALITY_ISSUE_DATA_EXPORT_QUERY, 导出查询, null, 数据质量, 问题清单
//DATA_QUALITY, QUALITY_ISSUE_LIST_ADD, 新建, null, 数据质量, 问题清单
//DATA_QUALITY, QUALITY_ISSUE_LIST_VIEW_MY, 查看(仅查看自己的), null, 数据质量, 问题清单
//DATA_QUALITY, QUALITY_ISSUE_LIST_VIEW_ALL, 查看(查看所有), null, 数据质量, 问题清单
//DATA_QUALITY, QUALITY_ISSUE_DATA, 问题数据, null, 数据质量, 问题清单
//DATA_QUALITY, QUALITY_DETAILS_ON_THE_PROBLEM, 问题详情, null, 数据质量, 问题清单

//DATA_QUALITY, QUALITY_PROBLEM_MONITORING_VIEW_MY, 查看(仅自己的), null, 数据质量, 问题监控
//DATA_QUALITY, QUALITY_PROBLEM_MONITORING_VIEW_ALL, 查看(全部的), null, 数据质量, 问题监控
//DATA_QUALITY, QUALITY_PROBLEM_ISSUE_DATA, 问题详情, null, 数据质量, 问题监控
//DATA_QUALITY, QUALITY_COCKPIT_VIEW, 管理, null, 数据质量, 质量概览
//DATA_QUALITY, QUALITY_COCKPIT_VIEW_PDF, 导出PDF, null, 数据质量, 质量概览
